Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,petrol,1971,257,119,2347
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1538,703,81,2322
Nissan,350Z,55.4225,6.0,221.0,3498.0,petrol,1961,264,91,2316
Peugeot,505,20.65665217,4.956521739,67.0,2234.26087,petrol,1689,459,123,2271
Mazda,Tribute,38.025,4.5,129.5,2614.0,petrol,1486,692,92,2270
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,petrol,1894,236,98,2228
Honda,Logo,13.382,2.5,48.0,1343.0,petrol,725,1379,122,2226
Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,1023,1069,109,2201
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,1373,701,103,2177
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,diesel,1493,370,157,2020
Lada,Samara,10.9158,5.0,49.8,1372.4,petrol,1455,401,46,1902
Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,1523,236,47,1806
Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,diesel,1349,334,32,1715
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,petrol,1010,574,97,1681
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,petrol,1141,390,124,1655
Mercedes,Vaneo,28.96891667,5.0,72.625,1707.125,petrol,975,529,97,1601
Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,petrol,1000,425,29,1454
Fiat,Barchetta,28.295,5.0,96.0,1747.0,petrol,960,354,84,1398
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,petrol,736,612,49,1397
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,petrol,1295,59,39,1393
Mitsubishi,Pajero,45.78386047,4.813953488,106.3023256,2768.511628,diesel,1015,265,62,1342
Triumph,TR7,13.137,5.0,93.5,1998.0,petrol,1131,153,58,1342
Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199.0,petrol,953,285,44,1282
Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,968,247,44,1259
Mitsubishi,Outlander,37.44666667,2.611111111,120.3333333,2085.055556,petrol,850,325,63,1238
Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,1040,121,42,1203
Mazda,MPV,35.29583333,5.0,102.0,2129.0,petrol,735,397,59,1191
Opel,Zafira,35.27,6.0,112.0714286,1574.428571,petrol,710,333,112,1155
Rover,2000,17.182,5.0,74.0,1994.0,petrol,1012,71,30,1113
TVR,Tuscan,107.7,5.0,274.0,3800.5,petrol,994,72,32,1098
Suzuki,X-90,16.641,4.5,71.0,1590.0,petrol,352,629,64,1045
Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,diesel,594,244,193,1031
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,590482,657149,52404,1300035
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,610738,290669,35505,936912
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,364608,232700,36934,634242
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,238045,344752,25876,608673
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,204065,327558,27614,559237
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,311989,163596,16111,491696
Rover,2000,17.182,5.0,74.0,1994.0,petrol,299936,159312,19471,478719
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,328418,116733,23758,468909
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,184240,251876,27477,463593
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,236881,160893,17112,414886
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,138652,220888,13905,373445
Peugeot,306,18.64264,4.84,67.0,1698.64,petrol,214561,132300,15920,362781
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,196423,122719,17596,336738
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,123003,188788,14235,326026
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,79769,202062,13284,295115
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,diesel,167529,45767,8271,221567
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,128066,78732,12687,219485
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,93329,117723,7462,218514
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,153908,31806,7956,193670
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,144343,38787,8638,191768
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,116338,60413,5089,181840
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,133010,31300,9103,173413
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,86655,72865,8473,167993
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,133087,28619,4865,166571
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,116043,33612,9362,159017
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,95976,54394,6026,156396
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,petrol,110812,27878,5709,144399
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,106868,24827,7655,139350
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,49374,72916,10629,132919
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,98320,25221,6528,130069
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,92953,25549,6909,125411
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,petrol,68584,37177,5475,111236
Citroen,AX,10.83275,5.0,45.0,1242.0,petrol,47654,57545,5443,110642
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,62143,41820,5331,109294
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,84565,20109,4335,109009
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,61155,34548,4993,100696
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,76704,13858,5813,96375
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,71642,17198,4764,93604
Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,petrol,55092,34743,2825,92660
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,petrol,57334,20118,2951,80403
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,39704,36445,3530,79679
Hyundai,Accent,14.293,4.6,75.4,1479.0,petrol,42012,30849,3124,75985
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,50865,21350,3764,75979
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,48791,20150,3531,72472
Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,47118,21863,3275,72256
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,37336,29350,4385,71071
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,petrol,40718,25788,3276,69782
Skoda,Felicia,11.370625,5.0,48.0,1518.0,petrol,41040,24872,2984,68896
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,36625,25500,3123,65248
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,28612,32340,3902,64854
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,28504,29797,4196,62497
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,51555,8023,1746,61324
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,44080,11536,2616,58232
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,37333,17350,2406,57089
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,42253,10603,2404,55260
Rover,75,39.35238095,5.0,98.04761905,1928.714286,petrol,45278,7086,1881,54245
Rover,45,23.322,3.75,84.2,1853.9,petrol,40595,10845,1503,52943
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,37541,11586,3032,52159
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,38759,8988,3778,51525
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,35787,12082,3298,51167
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,33850,13781,3382,51013
Mini,Cooper,31.38814286,6.714285714,111.0,1711.571429,petrol,23502,23276,3156,49934
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,33155,13397,2637,49189
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,27472,17925,3234,48631
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,23350,20858,2325,46533
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,34896,8773,2383,46052
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,31417,11538,2334,45289
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,36098,6548,2445,45091
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,33693,7344,1681,42718
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,31488,8867,1556,41911
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,13261,26551,1838,41650
Volvo,940,30.236875,4.5,110.0,2316.0,petrol,31521,7822,2091,41434
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,16226,22011,2565,40802
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,27874,10100,2748,40722
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,21264,17176,1968,40408
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,18054,19402,2679,40135
Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,petrol,18659,20152,1077,39888
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,30258,7086,2061,39405
Saab,9000,41.616,4.6,125.36,2336.52,petrol,29934,6230,2054,38218
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,25228,11111,1831,38170
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,petrol,20594,14902,1686,37182
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,25362,8115,1494,34971
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,21042,7903,1693,30638
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,petrol,10918,18065,1551,30534
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,21506,6550,1296,29352
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,24563,3460,1204,29227
MG,ZR,21.02333333,5.0,92.33333333,1729.333333,petrol,17681,9878,848,28407
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,16468,10271,1512,28251
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,18167,7836,1860,27863
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,petrol,18466,7969,1108,27543
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,21351,4965,1181,27497
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,20931,4734,1388,27053
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,petrol,15498,10106,1277,26881
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,21322,3486,1597,26405
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,17069,6854,1651,25574
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,petrol,16784,6970,1647,25401
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,17575,6704,1063,25342
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,petrol,12983,10131,1989,25103
Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,17797,5990,1010,24797
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,11352,12119,1238,24709
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,petrol,15703,7955,998,24656
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,20350,3226,796,24372
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,diesel,15753,6352,1244,23349
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,7260,14801,1273,23334
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,19460,3169,701,23330
Mini,One,24.09525,6.25,68.75,1498.25,petrol,8094,13611,1526,23231
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,16547,4715,946,22208
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,diesel,14835,6517,658,22010
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,15485,5627,829,21941
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,14656,5413,1075,21144
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,14747,4918,1437,21102
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,9842,9496,1584,20922
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,13245,6520,557,20322
BMW,Z3,39.7374,4.6,115.0,2234.4,petrol,10594,8118,1338,20050
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,17236,1676,865,19777
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,13821,5006,930,19757
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,14773,3307,752,18832
Honda,Concerto,16.67175,4.5,74.0,1541.5,petrol,11429,5807,1011,18247
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,8715,8457,917,18089
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,13759,3647,672,18078
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,petrol,7989,9083,855,17927
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,11104,5451,1069,17624
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,10070,7070,356,17496
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,11519,4925,799,17243
Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,petrol,6751,8385,1676,16812
Audi,100,37.32636,4.76,101.12,2349.08,petrol,13286,2673,760,16719
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,10812,4721,676,16209
Porsche,Boxster,83.50125,6.5,213.5,3071.0,petrol,12195,2898,1056,16149
Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,11242,4210,637,16089
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,13334,1361,989,15684
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,petrol,10007,3886,903,14796
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,petrol,9720,4175,743,14638
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,petrol,5304,8501,662,14467
MG,TF,32.09,4.0,98.2,1754.4,petrol,6643,6750,758,14151
Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,5583,7225,1330,14138
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,11039,2315,708,14062
Honda,HR-V,32.723,3.6,96.0,1498.0,petrol,7283,5806,671,13760
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,8344,4703,691,13738
Daewoo,Espero,16.80266667,4.5,71.0,1764.0,petrol,9908,2884,520,13312
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,8004,4651,597,13252
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,9627,2807,488,12922
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,7952,3837,507,12296
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,petrol,8808,2721,444,11973
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,9875,1147,697,11719
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,8462,2717,536,11715
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,8382,2845,479,11706
Kia,Rio,22.95871429,6.285714286,80.0,998.0,petrol,7316,3840,432,11588
Audi,A2,23.0525,5.0,55.0,1406.0,petrol,5700,4968,738,11406
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,8919,1954,396,11269
Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,petrol,5364,4693,1088,11145
Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,petrol,5775,5004,357,11136
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,6782,3765,522,11069
Daewoo,Leganza,23.245,4.5,98.0,1998.0,petrol,8283,1982,419,10684
Fiat,Multipla,25.2075,5.0,80.5,1753.0,petrol,6194,3530,566,10290
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,5852,3816,447,10115
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,6570,3103,410,10083
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,5965,3490,379,9834
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,4975,4092,526,9593
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,6696,2246,435,9377
Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,4446,4399,424,9269
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,6580,2051,363,8994
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,6528,1795,307,8630
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,6711,1139,323,8173
Toyota,Picnic,25.29875,4.5,94.0,1998.0,petrol,5022,2477,540,8039
MG,ZT,42.74666667,5.0,128.5,2548.833333,petrol,6876,930,227,8033
Ford,Capri,11.7129,4.0,69.0,1864.8,petrol,6726,1060,168,7954
Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,3151,4391,400,7942
Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,petrol,5559,2090,287,7936
Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,6617,991,323,7931
Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,5523,2008,394,7925
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,5575,2067,248,7890
Subaru,Justy,11.745,5.0,51.0,998.0,petrol,3464,3732,538,7734
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,5907,1412,374,7693
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,6103,1183,390,7676
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,6176,1143,354,7673
Lotus,Elise,53.792,6.0,134.3333333,1730.0,petrol,6426,750,312,7488
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,5099,2038,316,7453
Nissan,Prairie,21.407,4.5,72.0,1974.0,petrol,5031,2031,353,7415
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,5227,1686,494,7407
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,petrol,3481,3355,305,7141
Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,petrol,4612,2192,284,7088
Porsche,944,59.4905,5.0,137.5,2734.5,petrol,5860,881,249,6990
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,5701,951,292,6944
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,5407,1260,264,6931
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,4580,1999,323,6902
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,petrol,4321,2111,264,6696
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,4076,2278,147,6501
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,petrol,5354,785,318,6457
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,petrol,4152,1475,336,5963
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,2349,2969,253,5571
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,petrol,4540,834,192,5566
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,3310,1826,283,5419
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,4346,826,205,5377
Kia,Carens,31.195,6.0,105.875,1755.75,petrol,3782,1399,131,5312
Hyundai,Matrix,18.513,4.6,76.0,1599.0,petrol,3261,1694,126,5081
Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,3590,1273,204,5067
Hyundai,Trajet,30.352,4.4,99.0,2117.6,petrol,3411,1421,205,5037
Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,petrol,3374,1336,326,5036
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,4063,672,231,4966
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,petrol,2675,1754,191,4620
Audi,90,28.379,4.6,91.6,2181.2,petrol,3602,748,177,4527
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,1022,3300,120,4442
Renault,11,11.63114286,4.428571429,47.14285714,1477.0,petrol,2855,1340,149,4344
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,2907,1167,245,4319
Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,3469,508,208,4185
Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,2736,1100,291,4127
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,petrol,2762,1121,201,4084
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,diesel,2767,1092,123,3982
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,2867,880,153,3900
Lada,Samara,10.9158,5.0,49.8,1372.4,petrol,2845,920,114,3879
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,2760,917,200,3877
Audi,S3,60.87,6.75,228.0,1984.0,petrol,3004,642,187,3833
Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,2933,761,109,3803
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,2964,548,282,3794
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,2291,1370,107,3768
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,2792,737,185,3714
Peugeot,505,20.65665217,4.956521739,67.0,2234.26087,petrol,2576,706,186,3468
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,2404,799,237,3440
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,2819,451,166,3436
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,petrol,2694,430,122,3246
BMW,Z4,64.109625,6.75,202.125,2778.0,petrol,2129,888,199,3216
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,2280,642,115,3037
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,petrol,2545,334,135,3014
Honda,Stream,27.935,5.0,103.5,1833.0,petrol,1836,885,194,2915
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1624,873,88,2585
Toyota,Hilux,46.60136364,6.0,110.0,2393.0,diesel,2029,392,122,2543
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,1262,1176,55,2493
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,2127,224,101,2452
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,1433,729,98,2260
Aston-Martin,DB7,158.823,4.5,250.0,3228.0,petrol,1974,187,83,2244
Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,1005,1133,102,2240
Kia,Sorento,36.01325,6.0,151.6666667,2048.666667,petrol,1641,475,88,2204
Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,petrol,1847,230,71,2148
Honda,Logo,13.382,2.5,48.0,1343.0,petrol,700,1323,110,2133
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,petrol,1800,217,94,2111
Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,1594,418,80,2092
Peugeot,807,45.76307692,5.307692308,109.0769231,2053.0,diesel,1229,504,94,1827
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,petrol,1029,589,102,1720
Mazda,Tribute,38.025,4.5,129.5,2614.0,petrol,1134,504,77,1715
Renault,9,11.49625,4.75,50.25,1507.5,petrol,1024,530,65,1619
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,petrol,1029,458,55,1542
Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,1298,138,63,1499
Mazda,2,21.6,6.0,64.625,1496.0,petrol,767,679,52,1498
Skoda,Superb,39.725,6.8,110.0,1592.0,petrol,1293,155,42,1490
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,petrol,1361,60,44,1465
Triumph,TR7,13.137,5.0,93.5,1998.0,petrol,1201,183,61,1445
Alfa-Romeo,33,13.818,5.0,66.0,1351.0,petrol,1057,256,62,1375
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,861,472,32,1365
Fiat,Barchetta,28.295,5.0,96.0,1747.0,petrol,933,338,82,1353
Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,1122,109,48,1279
Rover,2000,17.182,5.0,74.0,1994.0,petrol,1112,84,27,1223
Opel,Manta,11.9845625,4.0,69.0,1762.75,petrol,970,174,30,1174
Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,997,125,36,1158
Daihatsu,Applause,15.6985,4.5,73.0,1590.0,petrol,711,346,64,1121
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,678,359,83,1120
Daimler,4,92.798,4.0,166.0,3980.0,petrol,920,115,54,1089
Mercedes,Vaneo,28.96891667,5.0,72.625,1707.125,petrol,636,385,65,1086
Opel,Zafira,35.27,6.0,112.0714286,1574.428571,petrol,671,300,95,1066
Suzuki,X-90,16.641,4.5,71.0,1590.0,petrol,349,656,60,1065
Daimler,3.6,71.602,4.0,149.0,3590.0,petrol,884,100,30,1014
TVR,Tuscan,107.7,5.0,274.0,3800.5,petrol,927,60,26,1013
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,petrol,889,96,27,1012
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,diesel,780,160,69,1009
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,620042,695180,50604,1365826
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,700915,344765,36055,1081735
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,354091,226261,33723,614075
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,207018,323686,25211,555915
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,213815,314576,22070,550461
Rover,2000,17.182,5.0,74.0,1994.0,petrol,341789,175449,19120,536358
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,185207,246370,25529,457106
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,300860,108101,20400,429361
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,241175,124755,11332,377262
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,209379,139892,13869,363140
Peugeot,306,18.64264,4.84,67.0,1698.64,petrol,215205,133082,14344,362631
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,121935,194705,12944,329584
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,179729,116222,15205,311156
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,115360,174027,9094,298481
