Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,7993,2498,357,10848
Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,petrol,6972,3268,226,10466
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,8412,1622,377,10411
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,5863,3392,625,9880
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,6450,3017,329,9796
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,8435,905,357,9697
Audi,90,28.379,4.6,91.6,2181.2,petrol,7733,1628,290,9651
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,7165,1937,477,9579
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,7881,1177,511,9569
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,6395,2768,352,9515
Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,3598,5414,401,9413
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,4378,3995,462,8835
Opel,Manta,11.9845625,4.0,69.0,1762.75,petrol,6969,1591,163,8723
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,5623,2780,240,8643
Porsche,944,59.4905,5.0,137.5,2734.5,petrol,6857,1418,318,8593
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,5576,2154,607,8337
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,5723,2279,223,8225
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,3937,3904,136,7977
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,6062,1366,375,7803
BMW,Z3,39.7374,4.6,115.0,2234.4,petrol,4447,2680,441,7568
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,6209,881,271,7361
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,5614,1162,440,7216
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,5574,956,357,6887
Renault,18,12.84981818,4.636363636,57.36363636,1849.545455,petrol,5271,1412,145,6828
Alfa-Romeo,33,13.818,5.0,66.0,1351.0,petrol,4995,1349,212,6556
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,5311,840,246,6397
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,4359,1454,222,6035
Datsun,Cherry,8.400222222,4.333333333,44.55555556,1350.0,petrol,3471,2313,143,5927
Hyundai,Stellar,11.263,4.5,55.0,1597.0,petrol,4508,1008,114,5630
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,petrol,4749,627,226,5602
Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,4260,1186,148,5594
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,4399,920,247,5566
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,4300,793,134,5227
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,petrol,3621,1426,156,5203
Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,1924,3086,176,5186
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,4172,869,139,5180
Toyota,Tercel,9.999666667,4.333333333,49.33333333,1347.666667,petrol,3192,1606,167,4965
Nissan,Silvia,21.01833333,4.666666667,66.0,1206.0,petrol,3732,1079,110,4921
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,diesel,3917,882,102,4901
Fiat,Regata,12.73581818,4.636363636,54.0,1559.181818,petrol,3579,1162,135,4876
Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,3845,551,203,4599
Opel,Kadett,13.31085714,4.089285714,53.33928571,1518.678571,petrol,2911,1482,115,4508
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,2574,1409,267,4250
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,petrol,1849,2058,149,4056
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,3170,485,177,3832
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,3231,337,237,3805
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,2682,901,170,3753
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,1507,2098,101,3706
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,petrol,2596,806,252,3654
Skoda,130,6.895,5.0,46.0,1289.0,petrol,2543,1015,71,3629
Toyota,Picnic,25.29875,4.5,94.0,1998.0,petrol,2416,1008,199,3623
Saab,99,11.34,4.0,74.0,1985.0,petrol,2698,704,144,3546
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,2437,787,236,3460
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,1994,1264,151,3409
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,petrol,2827,433,112,3372
Datsun,Stanza,9.58,4.5,61.66666667,1668.333333,petrol,2395,869,84,3348
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1781,1398,116,3295
Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,2256,790,193,3239
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,petrol,2567,590,77,3234
Daewoo,Leganza,23.245,4.5,98.0,1998.0,petrol,2648,447,90,3185
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,petrol,1809,1256,98,3163
Lada,Niva,12.241,5.0,57.0,1568.0,petrol,2374,636,86,3096
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,petrol,2153,777,141,3071
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,2005,944,92,3041
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,1879,969,130,2978
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,2159,596,122,2877
Rover,2000,17.182,5.0,74.0,1994.0,petrol,2475,279,53,2807
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,1908,655,163,2726
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,petrol,1810,749,148,2707
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,2057,530,101,2688
Morris,Ital,8.118,4.0,51.5,1487.5,petrol,2102,539,45,2686
Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,1740,767,148,2655
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,2145,434,67,2646
Fiat,Strada,14.275,5.0,70.0,1997.0,diesel,1603,825,59,2487
Lotus,Elise,53.792,6.0,134.3333333,1730.0,petrol,2084,191,107,2382
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,2041,173,151,2365
Triumph,TR7,13.137,5.0,93.5,1998.0,petrol,1815,371,80,2266
Porsche,Boxster,83.50125,6.5,213.5,3071.0,petrol,1761,358,102,2221
Nissan,Laurel,18.6532,4.6,74.8,2652.8,diesel,1837,327,48,2212
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,1444,662,100,2206
Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,971,1069,91,2131
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,1770,286,64,2120
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,1129,844,83,2056
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,petrol,1697,221,113,2031
Daihatsu,Applause,15.6985,4.5,73.0,1590.0,petrol,1357,593,65,2015
Daimler,3.6,71.602,4.0,149.0,3590.0,petrol,1698,228,64,1990
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,1291,584,76,1951
Lancia,Dedra,21.76576923,5.0,81.69230769,1808.384615,petrol,1450,310,67,1827
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,1444,275,62,1781
Lancia,Thema,50.143,5.818181818,155.5454545,2799.272727,petrol,1489,227,57,1773
Volkswagen,Santana,14.93453333,4.333333333,59.6,1655.066667,petrol,1398,316,47,1761
Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,1511,168,44,1723
Opel,Ascona,15.11811765,4.588235294,61.76470588,1603.117647,petrol,1197,299,34,1530
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,1219,208,82,1509
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,petrol,1348,82,36,1466
Seat,Malaga,10.54685714,5.0,49.42857143,1418.428571,petrol,964,436,29,1429
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,petrol,747,606,54,1407
Daimler,4,92.798,4.0,166.0,3980.0,petrol,1048,105,51,1204
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,852,283,45,1180
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,petrol,688,388,52,1128
Suzuki,X-90,16.641,4.5,71.0,1590.0,petrol,417,642,40,1099
Opel,Monza,32.99,5.0,132.0,2969.0,petrol,955,120,17,1092
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,765,234,60,1059
Renault,Fuego,13.2218,4.6,70.2,1736.2,petrol,761,238,29,1028
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,730276,789633,41603,1561512
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,972994,499757,36804,1509555
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,627023,140590,13752,781365
Rover,2000,17.182,5.0,74.0,1994.0,petrol,438632,160382,16906,615920
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,276591,180976,22701,480268
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,179905,256814,16147,452866
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,164289,193359,15933,373581
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,petrol,263928,90739,6123,360790
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,156413,162705,13083,332201
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,200017,72713,11061,283791
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,97432,146456,9880,253768
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,petrol,194048,43157,6881,244086
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,197427,29298,3792,230517
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,74580,118211,7834,200625
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,97756,75982,8278,182016
Citroen,AX,10.83275,5.0,45.0,1242.0,petrol,73315,99333,6116,178764
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,82598,89362,5691,177651
Peugeot,306,18.64264,4.84,67.0,1698.64,petrol,106029,61403,7959,175391
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,111850,55437,4872,172159
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,104288,60228,6336,170852
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,109426,26789,5137,141352
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,110151,25996,3315,139462
Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,83479,34913,3690,122082
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,petrol,77971,36408,5180,119559
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,83876,19416,3397,106689
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,60199,41742,3911,105852
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,70997,28115,4728,103840
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,75612,20950,4491,101053
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,72507,18564,4199,95270
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,67529,16239,3091,86859
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,62991,17149,2548,82688
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,31844,44198,2636,78678
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,56182,13204,2116,71502
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,51423,9687,2530,63640
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,diesel,50451,10869,2021,63341
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,38870,20998,1981,61849
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,44386,12358,3751,60495
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,37014,20774,2625,60413
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,42414,12140,2610,57164
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,29681,24275,1675,55631
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,petrol,31598,13603,1107,46308
Renault,11,11.63114286,4.428571429,47.14285714,1477.0,petrol,28253,15591,1230,45074
Saab,9000,41.616,4.6,125.36,2336.52,petrol,36024,6153,2444,44621
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,29386,10272,1286,40944
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,28939,7273,2069,38281
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,19943,16715,1408,38066
Ford,Capri,11.7129,4.0,69.0,1864.8,petrol,31429,5994,531,37954
Audi,100,37.32636,4.76,101.12,2349.08,petrol,29758,5716,1285,36759
Volvo,940,30.236875,4.5,110.0,2316.0,petrol,27963,6071,2009,36043
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,16615,17727,1124,35466
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,petrol,28298,5581,826,34705
Skoda,Felicia,11.370625,5.0,48.0,1518.0,petrol,21488,8817,954,31259
Lada,Samara,10.9158,5.0,49.8,1372.4,petrol,22723,7314,530,30567
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,21483,7962,930,30375
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,21654,7610,1045,30309
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,23476,5333,1369,30178
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,18477,9546,972,28995
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,20345,6390,1531,28266
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,18124,8775,1121,28020
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,22281,4145,1523,27949
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,21650,4024,1799,27473
Hyundai,Accent,14.293,4.6,75.4,1479.0,petrol,16008,9318,778,26104
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,18847,5722,1073,25642
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,15901,8385,982,25268
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,petrol,15763,7768,1000,24531
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,19790,3319,1003,24112
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,petrol,10163,12923,848,23934
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,petrol,13896,8829,571,23296
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,11277,10981,869,23127
Honda,Concerto,16.67175,4.5,74.0,1541.5,petrol,15477,6414,1039,22930
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,10765,10996,696,22457
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,8469,12666,1234,22369
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,17905,3510,802,22217
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,petrol,13703,6684,745,21132
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,petrol,15988,4610,468,21066
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,15790,3344,561,19695
Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,14344,4462,517,19323
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,14726,3125,1139,18990
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,10781,7418,553,18752
Renault,9,11.49625,4.75,50.25,1507.5,petrol,12029,5985,483,18497
Nissan,Prairie,21.407,4.5,72.0,1974.0,petrol,11815,4766,598,17179
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,8350,7351,1148,16849
Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,petrol,11138,5228,398,16764
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,12837,3489,412,16738
Peugeot,505,20.65665217,4.956521739,67.0,2234.26087,petrol,12349,3472,850,16671
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,petrol,7706,8244,547,16497
Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,13170,1965,578,15713
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,9923,4812,930,15665
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,12595,1431,408,14434
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,petrol,9170,3435,797,13402
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,10672,2143,436,13251
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,8739,3285,844,12868
Opel,Manta,11.9845625,4.0,69.0,1762.75,petrol,10231,2275,216,12722
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,8553,3042,1087,12682
Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,7139,4924,349,12412
Subaru,Justy,11.745,5.0,51.0,998.0,petrol,4942,5756,792,11490
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,9044,2141,292,11477
Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,7911,2575,376,10862
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,7893,2482,343,10718
Renault,18,12.84981818,4.636363636,57.36363636,1849.545455,petrol,8203,2252,226,10681
Audi,90,28.379,4.6,91.6,2181.2,petrol,8161,1700,310,10171
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,6705,3079,318,10102
Datsun,Cherry,8.400222222,4.333333333,44.55555556,1350.0,petrol,5962,3883,241,10086
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,petrol,6079,3242,343,9664
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,petrol,6461,2772,414,9647
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,6238,2834,321,9393
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,6859,1792,451,9102
Daewoo,Espero,16.80266667,4.5,71.0,1764.0,petrol,7139,1483,308,8930
Porsche,944,59.4905,5.0,137.5,2734.5,petrol,6915,1485,297,8697
Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,3380,4920,366,8666
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,6878,788,308,7974
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,5846,1827,254,7927
Fiat,Regata,12.73581818,4.636363636,54.0,1559.181818,petrol,5756,1893,172,7821
Alfa-Romeo,33,13.818,5.0,66.0,1351.0,petrol,5692,1626,256,7574
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,3801,3355,407,7563
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,5666,1396,374,7436
Hyundai,Stellar,11.263,4.5,55.0,1597.0,petrol,5739,1281,119,7139
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,5221,1323,231,6775
Toyota,Tercel,9.999666667,4.333333333,49.33333333,1347.666667,petrol,4234,2157,213,6604
Opel,Kadett,13.31085714,4.089285714,53.33928571,1518.678571,petrol,4086,2136,151,6373
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,5215,804,230,6249
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,5027,807,336,6170
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,4622,1070,361,6053
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,diesel,4873,1048,128,6049
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,4282,1608,153,6043
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,5030,641,244,5915
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,4006,1460,371,5837
Nissan,Silvia,21.01833333,4.666666667,66.0,1206.0,petrol,4442,1269,125,5836
Datsun,Stanza,9.58,4.5,61.66666667,1668.333333,petrol,4004,1493,137,5634
Skoda,130,6.895,5.0,46.0,1289.0,petrol,3893,1590,111,5594
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,3585,1797,151,5533
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,petrol,4649,592,225,5466
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,4457,628,304,5389
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,3393,1195,374,4962
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,3913,802,118,4833
Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,3696,585,195,4476
Saab,99,11.34,4.0,74.0,1985.0,petrol,3408,874,179,4461
Morris,Ital,8.118,4.0,51.5,1487.5,petrol,3448,929,66,4443
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,3708,622,102,4432
Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,1576,2723,133,4432
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,3487,684,189,4360
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,2624,1393,274,4291
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,petrol,3023,1066,125,4214
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,2968,910,161,4039
Fiat,Strada,14.275,5.0,70.0,1997.0,diesel,2569,1356,98,4023
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,petrol,3016,713,86,3815
Lada,Niva,12.241,5.0,57.0,1568.0,petrol,2749,779,71,3599
BMW,Z3,39.7374,4.6,115.0,2234.4,petrol,2245,1113,168,3526
Rover,2000,17.182,5.0,74.0,1994.0,petrol,3049,374,60,3483
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,2500,824,156,3480
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,2746,571,98,3415
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1797,1459,100,3356
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,2659,372,145,3176
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,2414,257,172,2843
Triumph,TR7,13.137,5.0,93.5,1998.0,petrol,2113,452,96,2661
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,1529,998,125,2652
Nissan,Laurel,18.6532,4.6,74.8,2652.8,diesel,2136,353,53,2542
Volkswagen,Santana,14.93453333,4.333333333,59.6,1655.066667,petrol,1891,442,50,2383
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,petrol,2006,287,81,2374
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,1761,421,149,2331
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,1597,652,67,2316
Opel,Ascona,15.11811765,4.588235294,61.76470588,1603.117647,petrol,1764,453,54,2271
Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,1529,512,153,2194
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,1537,495,122,2154
